company_id,country,sector,revenue,debt_ratio,days_late,num_employees,credit_score,years_in_business,defaulted,expected_loss
C1266,FR,Energy,139.84,0.256,11,388,841,39,0,0.01
C1267,FR,Tech,96.22,0.498,6,333,745,1,0,0.05
C1268,DE,Finance,160.99,0.046,6,40,617,18,0,0.07
C1269,BE,Energy,657.79,0.555,10,261,747,15,0,2.6
C1270,FR,Finance,74.81,0.433,8,460,455,2,0,0.17
C1271,DE,Construction,79.94,0.327,12,122,778,26,0,0.02
C1272,FR,Retail,72.87,0.336,8,272,779,34,0,0.0
C1273,BE,Tech,607.4,0.318,10,284,511,24,0,0.03
C1274,IT,Construction,131.15,0.107,15,349,336,36,0,0.49
C1275,IT,Energy,178.05,0.266,11,459,676,25,0,0.05
C1276,IT,Tech,136.74,0.395,5,69,356,22,0,0.38
C1277,IT,Energy,93.59,0.39,13,36,309,37,0,1.18
C1278,IT,Finance,153.76,0.256,6,49,821,28,0,0.0
C1279,FR,Tech,1013.1,0.214,8,137,612,30,0,0.18
C1280,BE,Retail,480.32,0.205,6,180,657,31,0,0.02
C1281,IT,Tech,99.78,0.057,7,439,784,2,0,0.01
C1282,IT,Finance,285.23,0.345,15,262,810,29,0,0.05
C1283,DE,Construction,101.28,0.1,10,373,826,30,0,0.0
C1284,BE,Finance,52.28,0.152,10,289,373,20,0,0.11
C1285,DE,Finance,370.06,0.038,12,476,478,23,0,0.13
C1286,FR,Retail,408.33,0.112,10,168,722,33,0,0.04
C1287,BE,Tech,377.0,0.178,9,336,315,6,1,127.47
C1288,DE,Retail,130.46,0.085,11,139,429,21,0,0.07
C1289,FR,Retail,161.3,0.501,4,120,583,31,0,0.13
C1290,IT,Finance,306.38,0.044,5,490,488,11,0,0.21
C1291,DE,Finance,238.42,0.18,4,16,395,11,0,0.27
C1292,BE,Retail,137.61,0.102,9,139,794,1,0,0.0
C1293,ES,Construction,58.36,0.236,6,196,546,13,0,0.09
C1294,FR,Energy,196.31,0.326,8,73,526,14,0,1.04
C1295,BE,Retail,385.8,0.267,5,387,661,38,0,0.24
C1296,ES,Finance,78.39,0.38,7,182,668,4,0,0.14
C1297,DE,Finance,283.48,0.558,7,232,570,26,0,3.05
C1298,IT,Energy,228.62,0.045,4,155,788,3,0,0.03
C1299,ES,Construction,306.47,0.285,12,446,462,32,0,0.15
C1300,FR,Tech,333.75,0.581,12,213,778,19,0,0.25
C1301,IT,Construction,111.48,0.12,8,394,777,17,0,0.0
C1302,ES,Energy,58.45,0.181,9,313,304,37,0,0.86
C1303,IT,Finance,124.78,0.18,8,478,715,30,0,0.0
C1304,BE,Retail,337.78,0.261,11,303,387,5,1,76.7
C1305,IT,Retail,124.04,0.136,10,492,567,11,0,0.02
C1306,IT,Finance,111.52,0.305,14,350,805,11,0,0.02
C1307,DE,Tech,50.66,0.25,11,34,407,24,0,0.08
C1308,DE,Tech,618.23,0.405,10,82,609,33,0,0.08
C1309,ES,Construction,323.11,0.273,9,395,727,25,0,0.02
C1310,BE,Retail,310.73,0.598,6,27,564,16,0,0.94
C1311,ES,Energy,356.88,0.137,10,99,342,30,0,1.64
C1312,DE,Tech,271.43,0.516,7,396,335,30,0,1.52
C1313,IT,Retail,152.78,0.083,7,180,584,4,0,0.02
C1314,BE,Finance,161.64,0.148,12,112,313,22,0,0.73
C1315,BE,Retail,134.38,0.342,8,102,308,28,0,1.01
C1316,DE,Retail,1146.33,0.141,5,161,824,24,0,0.03
C1317,IT,Construction,267.51,0.317,9,419,593,10,0,0.07
C1318,ES,Finance,131.02,0.173,8,230,560,7,0,0.45
C1319,ES,Retail,251.1,0.091,10,477,355,12,0,1.29
C1320,DE,Construction,89.33,0.266,8,359,732,14,0,0.06
C1321,FR,Energy,519.65,0.082,10,137,580,36,0,0.15
C1322,DE,Finance,114.12,0.207,5,85,421,25,0,0.18
C1323,ES,Retail,257.43,0.191,9,472,714,33,0,0.01
C1324,BE,Finance,382.29,0.485,4,451,430,2,0,1.52
C1325,BE,Construction,237.3,0.253,11,65,576,31,0,0.56
C1326,FR,Finance,193.66,0.506,7,164,608,8,0,0.58
C1327,IT,Tech,182.65,0.149,9,372,453,23,0,0.17
C1328,FR,Finance,174.25,0.559,7,491,781,16,0,0.53
C1329,IT,Construction,121.06,0.331,5,452,686,34,0,0.2
C1330,DE,Retail,132.34,0.161,4,146,458,27,0,0.29
C1331,ES,Finance,510.66,0.166,9,448,386,18,0,0.1
C1332,IT,Construction,168.01,0.272,10,364,480,20,0,1.13
C1333,ES,Tech,104.58,0.364,6,234,555,28,0,0.05
C1334,BE,Energy,126.29,0.127,6,191,602,29,0,0.02
C1335,ES,Tech,391.61,0.527,10,407,520,23,0,0.57
C1336,BE,Energy,290.88,0.105,9,419,322,29,0,2.13
C1337,IT,Finance,268.33,0.066,5,457,671,31,0,0.02
C1338,DE,Finance,151.37,0.147,7,233,508,2,0,0.13
C1339,IT,Tech,270.79,0.617,12,137,484,15,1,50.05
C1340,ES,Finance,115.53,0.199,14,435,605,36,0,0.09
C1341,ES,Energy,151.15,0.227,12,154,759,13,0,0.18
C1342,FR,Construction,357.4,0.418,11,378,302,33,0,3.06
C1343,FR,Construction,334.29,0.259,4,257,828,22,0,0.02
C1344,ES,Energy,91.16,0.492,8,295,650,11,0,0.28
C1345,FR,Energy,99.6,0.127,10,108,600,14,0,0.01
C1346,BE,Energy,195.6,0.483,10,128,328,19,0,5.45
C1347,BE,Finance,606.86,0.344,6,328,691,5,0,0.12
C1348,IT,Tech,47.42,0.01,7,133,695,13,0,0.01
C1349,IT,Tech,220.27,0.306,13,336,608,27,0,0.18
C1350,ES,Tech,69.18,0.19,10,495,740,36,0,0.01
C1351,FR,Retail,116.28,0.273,8,45,761,38,0,0.03
C1352,DE,Tech,140.46,0.119,3,463,761,15,0,0.01
C1353,ES,Retail,135.05,0.459,8,89,479,31,1,62.44
C1354,BE,Retail,124.75,0.556,10,73,670,16,0,0.05
C1355,DE,Construction,182.19,0.135,8,417,331,32,0,0.2
C1356,ES,Retail,124.63,0.361,7,106,608,36,0,0.11
C1357,DE,Energy,65.12,0.254,10,325,380,18,0,1.42
C1358,FR,Construction,312.91,0.173,10,57,469,24,0,0.07
C1359,FR,Construction,307.05,0.273,12,47,672,34,0,0.02
C1360,DE,Energy,327.09,0.269,18,104,533,6,0,0.26
C1361,FR,Retail,61.65,0.201,5,262,774,10,0,0.01
C1362,FR,Finance,223.46,0.477,4,148,347,25,0,1.09
C1363,DE,Finance,290.96,0.276,8,115,834,7,0,0.04
C1364,DE,Construction,88.07,0.388,6,419,688,31,0,0.07
C1365,ES,Retail,182.44,0.304,12,91,536,11,0,0.07
C1366,FR,Retail,167.1,0.154,10,52,313,14,0,0.84
C1367,DE,Tech,658.2,0.349,7,59,322,32,0,1.85
C1368,ES,Retail,697.25,0.245,11,441,527,21,0,0.97
C1369,BE,Finance,56.54,0.535,8,240,614,31,0,0.2
C1370,IT,Tech,1038.72,0.406,5,486,578,25,0,0.28
C1371,BE,Tech,95.52,0.641,9,404,463,21,0,1.8
C1372,DE,Finance,360.13,0.554,6,144,657,20,0,0.21
C1373,ES,Finance,357.58,0.171,10,396,637,32,0,0.15
C1374,ES,Tech,90.29,0.143,8,230,488,39,0,0.13
C1375,BE,Tech,256.03,0.068,11,282,479,1,0,0.46
C1376,BE,Energy,168.13,0.152,8,267,543,20,0,0.06
C1377,BE,Construction,267.21,0.296,8,380,708,31,0,0.05
C1378,IT,Finance,213.04,0.275,11,106,623,26,0,0.01
C1379,ES,Finance,418.82,0.106,9,34,369,19,0,0.07
C1380,ES,Finance,191.1,0.285,12,367,807,31,0,0.02
C1381,BE,Retail,161.17,0.311,7,477,411,19,0,0.14
C1382,DE,Tech,390.43,0.263,7,292,669,6,0,0.2
C1383,DE,Energy,272.13,0.143,4,63,309,11,0,0.26
C1384,BE,Retail,302.56,0.482,14,60,439,2,0,1.85
C1385,DE,Tech,113.84,0.249,8,274,610,28,0,0.07
C1386,DE,Retail,87.21,0.223,8,448,765,38,0,0.0
C1387,ES,Finance,121.83,0.124,1,308,609,15,0,0.01
C1388,DE,Retail,117.38,0.671,14,154,330,29,1,18.47
C1389,BE,Retail,314.3,0.333,10,312,825,39,0,0.01
C1390,BE,Retail,358.95,0.157,7,82,449,16,0,0.71
C1391,DE,Retail,162.62,0.273,8,242,500,35,0,0.57
C1392,ES,Energy,493.56,0.332,5,491,359,1,1,91.91
C1393,BE,Tech,472.45,0.25,3,316,682,27,0,0.07
C1394,IT,Finance,214.94,0.358,15,55,545,7,0,0.89
C1395,DE,Tech,101.97,0.135,6,104,420,31,0,0.25
C1396,ES,Energy,546.08,0.186,11,34,650,1,0,0.44
C1397,IT,Construction,173.69,0.325,12,203,407,33,0,0.52
C1398,IT,Construction,198.01,0.51,11,122,592,16,1,62.47
C1399,FR,Construction,142.92,0.173,9,489,664,10,0,0.11
C1400,DE,Tech,97.24,0.314,8,163,746,22,0,0.12
C1401,BE,Energy,64.84,0.389,7,22,682,39,0,0.01
C1402,DE,Finance,282.31,0.287,7,219,612,7,0,0.09
C1403,DE,Finance,104.75,0.117,8,369,318,13,0,0.21
C1404,DE,Construction,1543.29,0.733,3,344,427,25,1,728.37
C1405,FR,Construction,84.75,0.135,11,488,617,4,0,0.02
C1406,FR,Finance,75.18,0.287,7,186,595,38,0,0.07
C1407,DE,Construction,259.07,0.153,6,263,593,21,1,86.97
C1408,BE,Finance,528.75,0.24,6,281,704,39,0,0.07
C1409,FR,Retail,189.66,0.25,5,16,797,17,0,0.03
C1410,DE,Tech,270.58,0.12,7,7,576,33,0,0.02
C1411,FR,Retail,49.87,0.101,4,399,374,13,0,0.03
C1412,ES,Retail,112.81,0.184,7,195,543,18,0,0.02
C1413,DE,Energy,85.5,0.239,8,345,439,14,0,0.31
C1414,IT,Tech,48.11,0.443,7,472,591,22,0,0.0
C1415,ES,Energy,196.74,0.147,4,126,624,9,0,0.24
C1416,IT,Energy,37.71,0.221,12,388,601,20,0,0.12
C1417,IT,Construction,71.84,0.205,8,110,619,33,0,0.03
C1418,ES,Finance,124.46,0.273,9,371,470,7,0,0.16
C1419,BE,Finance,101.3,0.467,9,84,397,31,0,0.85
C1420,ES,Tech,239.24,0.353,8,155,769,34,0,0.24
C1421,BE,Tech,224.51,0.204,13,237,520,2,0,1.31
C1422,BE,Construction,338.88,0.403,12,246,414,27,0,0.86
C1423,ES,Retail,306.95,0.087,7,20,847,19,0,0.0
C1424,IT,Energy,402.85,0.195,8,423,318,25,0,4.29
C1425,DE,Energy,181.03,0.366,9,7,490,12,0,0.04
C1426,BE,Retail,224.17,0.339,8,440,707,9,0,0.12
C1427,IT,Construction,259.32,0.19,11,107,525,12,0,0.38
C1428,BE,Tech,200.17,0.187,8,356,763,6,0,0.08
C1429,DE,Retail,137.27,0.084,5,357,497,16,0,0.05
C1430,IT,Construction,143.64,0.267,10,230,653,35,0,0.15
C1431,ES,Retail,102.28,0.11,3,270,535,31,0,0.01
C1432,FR,Construction,243.5,0.142,8,41,557,7,0,0.05
C1433,FR,Retail,169.73,0.278,5,450,573,22,0,0.29
C1434,ES,Energy,113.95,0.624,1,64,836,3,0,0.33
C1435,DE,Finance,114.03,0.325,9,330,717,3,0,0.16
C1436,FR,Tech,77.69,0.274,7,5,503,25,0,0.25
C1437,ES,Construction,359.67,0.057,8,374,529,12,0,0.69
C1438,IT,Construction,191.53,0.201,3,182,523,28,0,0.13
C1439,DE,Finance,99.09,0.665,8,243,704,7,0,0.33
C1440,BE,Retail,319.25,0.239,7,16,625,5,0,0.22
C1441,IT,Construction,122.45,0.426,9,113,593,28,0,0.22
C1442,ES,Finance,67.72,0.276,6,220,536,9,0,0.03
C1443,BE,Construction,370.5,0.329,11,360,519,3,0,0.41
C1444,ES,Retail,124.47,0.426,6,300,605,31,0,0.11
C1445,FR,Finance,136.15,0.413,9,133,757,28,0,0.02
C1446,FR,Retail,186.57,0.026,9,299,831,37,0,0.0
C1447,BE,Energy,403.35,0.028,7,115,333,24,0,1.67
C1448,BE,Energy,183.83,0.199,16,279,430,19,0,0.11
C1449,IT,Energy,78.31,0.532,13,272,676,27,0,0.14
C1450,FR,Energy,265.26,0.341,6,116,381,31,0,0.66
C1451,DE,Retail,129.09,0.292,14,104,635,25,0,0.09
C1452,FR,Energy,679.63,0.191,8,261,532,13,1,82.08
C1453,FR,Finance,181.13,0.173,6,295,404,35,0,0.45
C1454,DE,Energy,37.92,0.104,9,490,577,28,0,0.02
C1455,ES,Tech,232.79,0.714,9,250,579,35,0,4.0
C1456,FR,Finance,707.13,0.196,13,225,692,22,0,0.42
C1457,BE,Retail,546.29,0.125,8,240,754,18,0,0.02
C1458,ES,Energy,653.06,0.206,11,437,825,33,0,0.01
C1459,DE,Energy,88.78,0.48,7,156,541,24,0,0.15
C1460,ES,Energy,343.27,0.428,7,193,678,31,0,0.07
C1461,IT,Finance,109.36,0.542,5,187,732,35,0,0.03
C1462,DE,Energy,212.09,0.192,5,313,842,12,0,0.01
C1463,FR,Finance,74.36,0.394,9,351,657,8,0,0.06
C1464,FR,Retail,115.46,0.195,6,243,435,6,0,0.5
C1465,BE,Construction,112.91,0.338,10,135,488,24,0,0.05
C1466,FR,Energy,340.01,0.085,8,345,414,32,0,0.1
C1467,IT,Tech,317.51,0.381,8,141,408,39,0,0.22
C1468,DE,Tech,220.03,0.689,13,449,468,2,1,95.15
C1469,IT,Construction,70.44,0.168,9,313,574,1,0,0.09
C1470,FR,Construction,145.74,0.09,7,223,732,27,0,0.05
C1471,BE,Construction,107.52,0.756,10,120,460,11,1,6.23
C1472,IT,Retail,333.21,0.433,10,379,402,19,0,0.75
C1473,ES,Energy,413.53,0.326,7,306,369,4,0,7.04
C1474,DE,Finance,379.73,0.557,9,441,407,3,1,115.97
C1475,BE,Retail,106.84,0.473,3,354,538,21,0,0.08
C1476,DE,Energy,26.64,0.192,9,395,526,27,0,0.02
C1477,ES,Energy,52.62,0.112,5,50,519,35,0,0.09
C1478,DE,Finance,490.36,0.472,12,17,474,19,0,3.9
C1479,DE,Tech,136.88,0.128,8,330,549,26,0,0.14
C1480,ES,Energy,107.18,0.15,3,5,655,34,0,0.03
C1481,FR,Construction,572.41,0.593,2,446,324,17,1,146.27
C1482,FR,Retail,439.49,0.138,9,442,789,9,0,0.01
C1483,DE,Finance,184.4,0.257,12,294,468,33,0,0.67
C1484,FR,Finance,147.62,0.566,8,366,376,1,1,28.78
C1485,ES,Construction,165.26,0.058,11,213,396,11,1,13.76
C1486,BE,Construction,212.52,0.554,7,479,600,6,1,29.18
C1487,FR,Construction,555.59,0.058,10,22,586,26,0,0.36
C1488,FR,Construction,243.65,0.199,8,149,348,11,0,1.97
C1489,FR,Finance,301.33,0.091,9,350,574,14,0,0.1
C1490,ES,Energy,410.96,0.25,6,395,421,26,0,0.92
C1491,DE,Energy,79.94,0.251,10,124,801,12,0,0.01
C1492,ES,Construction,307.48,0.096,7,401,470,15,0,0.92
C1493,FR,Retail,147.5,0.294,3,233,849,20,0,0.01
C1494,DE,Finance,31.15,0.111,6,429,618,5,0,0.01
C1495,ES,Construction,40.87,0.329,9,137,830,37,0,0.0
C1496,ES,Construction,88.88,0.139,15,347,605,39,0,0.08
C1497,ES,Tech,262.92,0.322,2,107,369,28,0,0.46
C1498,IT,Tech,196.3,0.081,7,73,653,5,0,0.05
C1499,ES,Energy,206.24,0.255,8,354,562,19,0,0.09
C1500,BE,Construction,710.28,0.135,6,342,750,14,0,0.11
